,Year,Tm,Player,Age,G,MP,PER
15716,1992,MIL,Jerome Lane,25,2,6,19.1
15717,1996,UTA,Jeff Hornacek,32,82,2588,19.1
15718,1996,POR,Rod Strickland,29,67,2526,19.1
15719,1996,MIA,Tim Hardaway,29,28,1047,19.1
15720,1997,ATL,Christian Laettner,27,82,3140,19.1
15721,1997,DEN,Aaron Williams,25,1,10,19.1
15722,1998,UTA,Troy Hudson,21,8,23,19.1
15723,2001,VAN,Shareef Abdur-Rahim,24,81,3241,19.1
15724,2002,NJN,Jason Kidd,28,82,3056,19.1
15725,2002,MIL,Glenn Robinson,29,66,2346,19.1
15726,2002,HOU,Steve Francis,24,57,2343,19.1
15727,2002,TOR,Derrick Dial,26,7,50,19.1
15728,2006,IND,Peja Stojakovic,28,40,1454,19.1
15729,2007,DEN,Marcus Camby,32,70,2369,19.1
15730,2007,TOR,Jose Calderon,25,77,1614,19.1
15731,2007,CHA,Sean May,22,35,838,19.1
15732,2009,POR,LaMarcus Aldridge,23,81,3004,19.1
15733,2009,GSW,Andris Biedrins,22,62,1863,19.1
15734,2010,BOS,Rajon Rondo,23,81,2963,19.1
15735,2011,PHO,Jason Richardson,30,25,796,19.1
15736,2011,NYK,Chauncey Billups,34,21,664,19.1
15737,2013,BOS,Paul Pierce,35,77,2575,19.1
15738,2014,GSW,David Lee,30,69,2288,19.1
15739,2014,HOU,Terrence Jones,22,76,2078,19.1
15740,2014,NYK,Cole Aldrich,25,46,330,19.1
15741,1980,PHO,Alvan Adams,25,75,2168,19.2
15742,1981,ATL,John Drew,26,67,2075,19.2
15743,1982,POR,Mychal Thompson,27,79,3129,19.2
15744,1983,CHI,Reggie Theus,25,82,2856,19.2
15745,1984,ATL,Dominique Wilkins,24,81,2961,19.2
15746,1984,BOS,Robert Parish,30,80,2867,19.2
15747,1984,DET,Bill Laimbeer,26,82,2864,19.2
15748,1986,DAL,Mark Aguirre,26,74,2501,19.2
15749,1987,POR,Kiki Vandeweghe,28,79,3029,19.2
15750,1988,LAL,Byron Scott,26,81,3048,19.2
15751,1990,BOS,Robert Parish,36,79,2396,19.2
15752,1990,UTA,Nate Johnston,23,6,13,19.2
15753,1990,CLE,Gary Voce,24,1,4,19.2
15754,1992,MIL,Moses Malone,36,82,2511,19.2
15755,1993,CHI,Scottie Pippen,27,81,3123,19.2
15756,1993,IND,Detlef Schrempf,30,82,3098,19.2
15757,1993,SEA,Ricky Pierce,33,77,2218,19.2
15758,1993,BOS,Robert Parish,39,79,2146,19.2
15759,1995,ATL,Mookie Blaylock,27,80,3069,19.2
15760,1996,SAC,Mitch Richmond,30,81,2946,19.2
15761,1996,CHH,Kenny Anderson,25,38,1302,19.2
15762,1996,MIL,Mike Peplowski,25,5,12,19.2
15763,1998,PHO,Cedric Ceballos,28,35,626,19.2
15764,1999,DAL,Michael Finley,25,50,2051,19.2
15765,1999,BOS,Paul Pierce,21,48,1632,19.2
15766,2000,DAL,Michael Finley,26,82,3464,19.2
15767,2000,CLE,Earl Boykins,23,25,253,19.2
15768,2001,TOR,Keon Clark,25,46,968,19.2
15769,2002,ATL,Jason Terry,24,78,2967,19.2
15770,2002,UTA,Donyell Marshall,28,58,1750,19.2
15771,2003,MIN,Reggie Slater,32,26,141,19.2
15772,2004,MEM,Stromile Swift,24,77,1528,19.2
15773,2004,SAC,Bobby Jackson,30,50,1185,19.2
15774,2005,SAC,Mike Bibby,26,80,3084,19.2
15775,2005,UTA,Carlos Boozer,23,51,1772,19.2
15776,2006,NJN,Jason Kidd,32,80,2975,19.2
15777,2006,GSW,Jason Richardson,25,75,2877,19.2
15778,2008,GSW,Andris Biedrins,21,76,2078,19.2
15779,2009,SAC,Kevin Martin,25,51,1947,19.2
15780,2010,WAS,Josh Howard,29,4,91,19.2
15781,2010,SAS,Cedric Jackson,23,3,25,19.2
15782,2011,ATL,Josh Smith,25,77,2645,19.2
15783,2012,NOH,Eric Gordon,23,9,310,19.2
15784,2013,GSW,David Lee,29,79,2907,19.2
15785,2013,BOS,Kevin Garnett,36,68,2022,19.2
15786,2013,TOR,Jose Calderon,31,45,1273,19.2
15787,2015,DAL,Dirk Nowitzki,36,77,2282,19.2
15788,2015,HOU,Dwight Howard,29,41,1223,19.2
15789,2016,UTA,Trey Burke,23,6,138,19.2
15790,1978,BOS,Kermit Washington,26,32,866,19.3
15791,1981,POR,Billy Ray Bates,24,77,1560,19.3
15792,1982,PHI,Bobby Jones,30,76,2181,19.3
15793,1983,CLE,World B. Free,29,54,1938,19.3
15794,1984,SAS,George Gervin,31,76,2584,19.3
15795,1986,NYK,Ken Green,26,7,72,19.3
15796,1987,PHO,Walter Davis,32,79,2646,19.3
15797,1988,SEA,Dale Ellis,27,75,2790,19.3
15798,1988,LAC,Michael Phelps,26,2,23,19.3
15799,1989,PHO,Tom Chambers,29,81,3002,19.3
15800,1993,MIL,Eric Murdock,24,79,2437,19.3
15801,1993,CHI,Ricky Blanton,26,2,13,19.3
15802,1996,WSB,Robert Pack,26,31,1084,19.3
15803,1998,DAL,Michael Finley,24,82,3394,19.3
15804,1998,UTA,Jeff Hornacek,34,80,2460,19.3
15805,2001,SEA,Ruben Patterson,25,76,2059,19.3
15806,2002,SEA,Brent Barry,30,81,3040,19.3
15807,2002,POR,Rasheed Wallace,27,79,2963,19.3
15808,2002,SAC,Peja Stojakovic,24,71,2649,19.3
15809,2003,WAS,Michael Jordan,39,82,3031,19.3
15810,2003,UTA,Matt Harpring,26,78,2557,19.3
15811,2003,IND,Brad Miller,26,73,2270,19.3
15812,2004,SAC,Mike Bibby,25,82,2980,19.3
15813,2004,PHI,Allen Iverson,28,48,2040,19.3
15814,2004,PHO,Scott Williams,35,16,267,19.3
15815,2006,ORL,Dwight Howard,20,82,3021,19.3
15816,2006,DAL,Josh Howard,25,59,1915,19.3
15817,2008,LAC,Corey Maggette,28,70,2502,19.3
15818,2009,NJN,Vince Carter,32,80,2946,19.3
15819,2009,DAL,Jason Terry,31,74,2491,19.3
15820,2010,ATL,Joe Johnson,28,76,2886,19.3
15821,2010,MEM,Marc Gasol,25,69,2469,19.3
15822,2011,NJN,Brook Lopez,22,82,2889,19.3
15823,2011,CLE,Baron Davis,31,15,380,19.3
15824,2012,IND,Roy Hibbert,25,65,1937,19.3
15825,2012,LAL,Jordan Hill,24,7,82,19.3
15826,2014,LAL,Pau Gasol,33,60,1884,19.3
15827,2014,LAL,Jordan Hill,26,72,1500,19.3
15828,2014,LAC,Maalik Wayns,22,2,9,19.3
15829,2015,TOR,Kyle Lowry,28,70,2414,19.3
15830,2015,PHI,Thomas Robinson,23,22,407,19.3
15831,2015,MIN,Kevin Garnett,38,5,98,19.3
15832,2016,NYK,Carmelo Anthony,31,7,238,19.3
15833,2016,NYK,Langston Galloway,24,7,195,19.3
15834,1979,ATL,Dan Roundfield,25,80,2539,19.4
15835,1979,WSB,Mitch Kupchak,24,66,1604,19.4
15836,1979,PHI,Steve Mix,31,74,1269,19.4
15837,1980,SDC,Freeman Williams,23,82,2118,19.4
15838,1981,DEN,David Thompson,26,77,2620,19.4
15839,1981,SAS,James Silas,31,75,2055,19.4
15840,1981,DET,Edmund Lawrence,28,3,19,19.4
15841,1983,WSB,Jeff Ruland,24,79,2862,19.4
15842,1984,PHO,Larry Nance,24,82,2899,19.4
15843,1984,MIL,Marques Johnson,27,74,2715,19.4
15844,1987,MIL,John Lucas,33,43,1358,19.4
15845,1988,GSW,Otis Smith,24,57,1358,19.4
15846,1989,PHO,Eddie Johnson,29,70,2043,19.4
15847,1991,PHI,Hersey Hawkins,24,80,3110,19.4
15848,1991,DAL,Derek Harper,29,77,2879,19.4
15849,1993,IND,Reggie Miller,27,82,2954,19.4
15850,1994,ATL,Kevin Willis,31,80,2867,19.4
15851,1994,UTA,Stephen Howard,23,9,53,19.4
15852,1994,UTA,Darren Morningstar,24,1,4,19.4
15853,1998,CHH,Vlade Divac,29,64,1805,19.4
15854,1998,DAL,Cedric Ceballos,28,12,364,19.4
15855,1999,NYK,Patrick Ewing,36,38,1300,19.4
15856,1999,CHH,Elden Campbell,30,32,1134,19.4
15857,2000,ATL,Dikembe Mutombo,33,82,2984,19.4
15858,2001,PHO,Jason Kidd,27,77,3065,19.4
15859,2003,CLE,Zydrunas Ilgauskas,27,81,2432,19.4
15860,2004,BOS,Paul Pierce,26,80,3099,19.4
15861,2004,SAC,Brad Miller,27,72,2621,19.4
15862,2004,GSW,Brian Cardinal,26,76,1634,19.4
15863,2005,SEA,Rashard Lewis,25,71,2697,19.4
15864,2006,MIA,Alonzo Mourning,35,65,1302,19.4
15865,2007,NJN,Jason Kidd,33,80,2933,19.4
15866,2008,POR,Brandon Roy,23,74,2792,19.4
15867,2009,PHO,Leandro Barbosa,26,70,1705,19.4
15868,2009,POR,Shavlik Randolph,25,10,37,19.4
15869,2010,ATL,Al Horford,23,81,2845,19.4
15870,2010,BOS,Kevin Garnett,33,69,2060,19.4
15871,2011,MIA,Chris Bosh,26,77,2795,19.4
15872,2011,LAL,Lamar Odom,31,82,2639,19.4
15873,2011,GSW,Stephen Curry,22,74,2489,19.4
15874,2011,LAL,Devin Ebanks,21,20,118,19.4
15875,2012,DEN,Ty Lawson,24,61,2124,19.4
15876,2013,LAL,Dwight Howard,27,76,2722,19.4
15877,2013,OKC,Serge Ibaka,23,80,2486,19.4
15878,2014,SAS,Kawhi Leonard,22,66,1923,19.4
15879,2016,ORL,Aaron Gordon,20,8,148,19.4
15880,2016,BRK,Sergey Karasev,22,3,6,19.4
15881,1978,HOU,Calvin Murphy,29,76,2900,19.5
15882,1980,PHI,Steve Mix,32,81,1543,19.5
15883,1981,GSW,World B. Free,27,65,2370,19.5
15884,1982,ATL,Dan Roundfield,28,61,2217,19.5
15885,1984,POR,Jim Paxson,26,81,2686,19.5
15886,1985,CHI,Orlando Woolridge,25,77,2816,19.5
15887,1986,SAS,Alvin Robertson,23,82,2878,19.5
15888,1986,NJN,Darryl Dawkins,29,51,1207,19.5
15889,1988,DAL,Roy Tarpley,23,81,2307,19.5
15890,1988,GSW,Sleepy Floyd,27,18,680,19.5
15891,1990,LAC,Charles Smith,24,78,2732,19.5
15892,1991,DEN,Orlando Woolridge,31,53,1823,19.5
15893,1991,IND,Micheal Williams,24,73,1706,19.5
15894,1992,IND,Detlef Schrempf,29,80,2605,19.5
15895,1992,NJN,Derrick Coleman,24,65,2207,19.5
15896,1993,WSB,Chris Corchiani,24,1,3,19.5
15897,1995,IND,Rik Smits,28,78,2381,19.5
15898,1995,GSW,Chris Gatling,27,58,1470,19.5
15899,1995,MIA,Steve Smith,25,2,62,19.5
15900,1997,POR,Kenny Anderson,26,82,3081,19.5
15901,1997,SAS,Stephen Howard,26,7,69,19.5
15902,1999,SAC,Chris Webber,25,42,1719,19.5
15903,2000,ORL,Darrell Armstrong,31,82,2590,19.5
15904,2002,MEM,Pau Gasol,21,82,3007,19.5
15905,2002,CHH,Elden Campbell,33,77,2156,19.5
15906,2005,CLE,Zydrunas Ilgauskas,29,78,2615,19.5
15907,2005,NJN,Jason Kidd,31,66,2435,19.5
15908,2006,ORL,Jameer Nelson,23,62,1784,19.5
15909,2007,ATL,Joe Johnson,25,57,2359,19.5
15910,2009,PHO,Steve Nash,34,74,2484,19.5
15911,2013,MEM,Marc Gasol,28,80,2796,19.5
15912,2013,DET,Greg Monroe,22,81,2687,19.5
15913,2013,LAC,Maalik Wayns,21,6,37,19.5
15914,2014,WAS,John Wall,23,82,2980,19.5
15915,2015,MEM,Zach Randolph,33,71,2304,19.5
15916,2015,GSW,Marreese Speights,27,76,1207,19.5
15917,2015,NYK,Amar'e Stoudemire,32,36,865,19.5
15918,1978,SEA,Fred Brown,29,72,1965,19.6
15919,1983,SEA,Jack Sikma,27,75,2564,19.6
15920,1983,UTA,John Drew,28,44,1206,19.6
15921,1984,WSB,Jeff Ruland,25,75,3082,19.6
15922,1986,CHI,Orlando Woolridge,26,70,2248,19.6
15923,1990,SAS,Terry Cummings,28,81,2821,19.6
15924,1990,PHO,Jeff Hornacek,26,67,2278,19.6
15925,1990,ATL,Wes Matthews,30,1,13,19.6
15926,1993,LAC,Danny Manning,26,79,2761,19.6
15927,1994,ATL,Mookie Blaylock,26,81,2915,19.6
15928,1996,SEA,Gary Payton,27,81,3162,19.6
15929,1997,NJN,Kendall Gill,28,82,3199,19.6
15930,1997,SAS,Dominique Wilkins,37,63,1945,19.6
15931,1997,NJN,Jack Haley,33,20,74,19.6
15932,1998,WAS,Rod Strickland,31,76,3020,19.6
15933,1998,ORL,Nick Anderson,30,58,1701,19.6
15934,1999,TOR,Vince Carter,22,50,1760,19.6
15935,1999,NJN,Keith Van Horn,23,42,1576,19.6
15936,1999,DAL,Shawn Bradley,26,49,1294,19.6
15937,2000,DEN,Antonio McDyess,25,81,2698,19.6
15938,2000,DET,Mikki Moore,24,29,488,19.6
15939,2001,DAL,Steve Nash,26,70,2387,19.6
15940,2001,PHI,Dikembe Mutombo,34,26,875,19.6
15941,2002,CHI,Brad Miller,25,48,1391,19.6
15942,2002,PHO,Joe Crispin,22,15,129,19.6
15943,2003,SAC,Peja Stojakovic,25,72,2450,19.6
15944,2003,NOH,Randy Livingston,27,2,12,19.6
15945,2004,POR,Zach Randolph,22,81,3067,19.6
15946,2008,BOS,Paul Pierce,30,80,2874,19.6
15947,2009,LAC,Zach Randolph,27,39,1369,19.6
15948,2010,CHA,Nazr Mohammed,32,58,984,19.6
15949,2011,DAL,Steve Novak,27,7,18,19.6
15950,2012,BOS,Paul Pierce,34,61,2075,19.6
15951,2012,CHI,Joakim Noah,26,64,1945,19.6
15952,2012,WAS,JaVale McGee,24,41,1124,19.6
15953,2012,HOU,Marcus Camby,37,19,458,19.6
15954,2012,WAS,James Singleton,30,12,262,19.6
15955,2012,UTA,Jeremy Evans,24,29,217,19.6
15956,2014,OKC,Serge Ibaka,24,81,2666,19.6
15957,2014,SAC,Rudy Gay,27,55,1892,19.6
15958,2014,PHO,Eric Bledsoe,24,43,1416,19.6
15959,2016,LAC,Chris Paul,30,6,194,19.6
15960,2016,NYK,Kyle O'Quinn,25,7,127,19.6
15961,1980,ATL,Dan Roundfield,26,81,2588,19.7
15962,1981,DEN,Alex English,27,81,3093,19.7
15963,1981,MIL,Bob Lanier,32,67,1753,19.7
15964,1981,PHI,Steve Mix,33,72,1327,19.7
15965,1984,SEA,Jack Sikma,28,82,2993,19.7
15966,1985,POR,Clyde Drexler,22,80,2555,19.7
15967,1985,CLE,World B. Free,31,71,2249,19.7
15968,1986,POR,Kiki Vandeweghe,27,79,2791,19.7
15969,1989,SEA,Dale Ellis,28,82,3190,19.7
15970,1989,MIL,Terry Cummings,27,80,2824,19.7
15971,1991,BOS,Larry Bird,34,60,2277,19.7
15972,1992,ATL,Kevin Willis,29,81,2962,19.7
15973,1992,LAC,Danny Manning,25,82,2904,19.7
15974,1993,GSW,Tim Hardaway,26,66,2609,19.7
15975,1994,IND,Rik Smits,27,78,2113,19.7
15976,1995,MIA,Glen Rice,27,82,3014,19.7
15977,1995,ATL,Morlon Wiley,28,5,17,19.7
15978,1997,CHH,Glen Rice,29,79,3362,19.7
15979,1997,GSW,Latrell Sprewell,26,80,3353,19.7
15980,1997,WSB,Rod Strickland,30,82,2997,19.7
15981,1997,NJN,Sam Cassell,27,23,777,19.7
15982,1998,CLE,Zydrunas Ilgauskas,22,82,2379,19.7
15983,1998,WAS,Jimmy Oliver,28,1,10,19.7
15984,1999,MIL,Glenn Robinson,26,47,1579,19.7
15985,1999,SAS,Malik Rose,24,47,608,19.7
15986,2004,TOR,Donyell Marshall,30,66,2580,19.7
15987,2004,NJN,Jason Kidd,30,67,2450,19.7
15988,2004,SEA,Antonio Daniels,28,71,1512,19.7
15989,2005,CLE,Drew Gooden,23,82,2523,19.7
15990,2006,NOK,David West,25,74,2526,19.7
15991,2009,MEM,Hamed Haddadi,23,19,120,19.7
15992,2011,BOS,Paul Pierce,33,80,2774,19.7
15993,2011,MEM,Hamed Haddadi,25,31,168,19.7
15994,2012,GSW,David Lee,28,57,2121,19.7
15995,2012,CHI,Carlos Boozer,30,66,1948,19.7
15996,2013,POR,J.J. Hickson,24,80,2323,19.7
15997,2015,SAC,Rudy Gay,28,68,2408,19.7
15998,2015,CHO,Al Jefferson,30,65,1992,19.7
15999,2015,PHO,Isaiah Thomas,25,46,1181,19.7
16000,2015,DET,Brandon Jennings,25,41,1173,19.7
16001,2016,NYK,Kristaps Porzingis,20,7,170,19.7
16002,2016,DAL,Dwight Powell,24,6,136,19.7
16003,1978,SAS,Billy Paultz,29,80,2479,19.8
16004,1978,DEN,Bobby Jones,26,75,2440,19.8
16005,1978,LAL,Adrian Dantley,21,56,1985,19.8
16006,1978,POR,Lloyd Neal,27,61,1174,19.8
16007,1979,SAS,Larry Kenon,26,81,2947,19.8
16008,1980,POR,Calvin Natt,23,25,811,19.8
16009,1981,SAS,Michael Wiley,23,33,271,19.8
16010,1982,GSW,Bernard King,25,79,2861,19.8
16011,1983,DET,Kelly Tripucka,23,58,2252,19.8
16012,1984,MIL,Sidney Moncrief,26,79,3075,19.8
16013,1984,DAL,Rolando Blackman,24,81,3025,19.8
16014,1984,SDC,Terry Cummings,22,81,2907,19.8
16015,1985,NJN,Micheal Ray Richardson,29,82,3127,19.8
16016,1985,PHO,Alvan Adams,30,82,2136,19.8
16017,1986,POR,Clyde Drexler,23,75,2576,19.8
16018,1988,DEN,Alex English,34,80,2818,19.8
16019,1988,GSW,Chris Mullin,24,60,2033,19.8
16020,1988,POR,Kiki Vandeweghe,29,37,1038,19.8
16021,1989,CLE,Ron Harper,25,82,2851,19.8
16022,1989,BOS,Larry Bird,32,6,189,19.8
16023,1990,DAL,Derek Harper,28,82,3007,19.8
16024,1990,LAL,James Worthy,28,80,2960,19.8
16025,1993,CLE,Larry Nance,33,77,2753,19.8
16026,1994,POR,Rod Strickland,27,82,2889,19.8
16027,1994,CHI,Horace Grant,28,70,2570,19.8
16028,1995,CHI,Toni Kukoc,26,81,2584,19.8
16029,1996,CHH,Larry Johnson,26,81,3274,19.8
16030,1996,NJN,Kenny Anderson,25,31,1042,19.8
16031,1998,ATL,Dikembe Mutombo,31,82,2917,19.8
16032,1998,IND,Reggie Miller,32,81,2795,19.8
16033,1998,HOU,Clyde Drexler,35,70,2473,19.8
16034,1998,PHO,Danny Manning,31,70,1794,19.8
16035,1999,CHH,Eddie Jones,27,30,1157,19.8
16036,2000,BOS,Paul Pierce,22,73,2583,19.8
16037,2000,HOU,Charles Barkley,36,20,620,19.8
16038,2002,PHO,Shawn Marion,23,81,3109,19.8
16039,2002,ATL,Shareef Abdur-Rahim,25,77,2980,19.8
16040,2004,PHO,Amar'e Stoudemire,21,55,2025,19.8
16041,2006,TOR,Mike James,30,79,2925,19.8
16042,2007,CHA,Gerald Wallace,24,72,2640,19.8
16043,2007,BOS,Al Jefferson,22,69,2319,19.8
16044,2008,GSW,Baron Davis,28,82,3196,19.8
16045,2008,LAC,Nick Fazekas,22,22,260,19.8
16046,2008,ORL,Marcin Gortat,23,6,41,19.8
16047,2009,NYK,Zach Randolph,27,11,388,19.8
16048,2009,OKC,D.J. White,22,7,130,19.8
16049,2009,NYK,Courtney Sims,25,1,11,19.8
16050,2010,IND,Danny Granger,26,62,2278,19.8
16051,2010,GSW,Kelenna Azubuike,26,9,231,19.8
16052,2011,UTA,Paul Millsap,25,76,2605,19.8
16053,2011,HOU,Yao Ming,30,5,91,19.8
16054,2013,ATL,Al Horford,26,74,2756,19.8
16055,2013,UTA,Paul Millsap,27,78,2375,19.8
16056,2013,DAL,Dirk Nowitzki,34,53,1661,19.8
16057,2014,ATL,Paul Millsap,28,74,2482,19.8
16058,2014,DEN,Kenneth Faried,24,80,2178,19.8
16059,2015,MIA,Chris Bosh,30,44,1556,19.8
16060,2015,DET,Reggie Jackson,24,27,870,19.8
16061,2016,CHI,Pau Gasol,35,8,242,19.8
16062,1978,CLE,Elmore Smith,28,81,1996,19.9
16063,1979,BOS,Cedric Maxwell,23,80,2969,19.9
16064,1979,POR,Tom Owens,29,82,2791,19.9
16065,1979,NOJ,Rich Kelley,25,80,2705,19.9
16066,1979,DEN,David Thompson,24,76,2670,19.9
16067,1980,CHI,Artis Gilmore,30,48,1568,19.9
16068,1981,BOS,Larry Bird,24,82,3239,19.9
16069,1981,GSW,Bernard King,24,81,2914,19.9
16070,1981,IND,Billy Knight,28,82,2385,19.9
16071,1983,SEA,John Greig,21,9,26,19.9
16072,1987,ATL,Doc Rivers,25,82,2590,19.9
16073,1988,DET,Adrian Dantley,31,69,2144,19.9
16074,1988,CLE,Larry Nance,28,27,906,19.9
16075,1989,CLE,Larry Nance,29,73,2526,19.9
16076,1990,DEN,Fat Lever,29,79,2832,19.9
16077,1991,CLE,Brad Daugherty,25,76,2946,19.9
16078,1992,GSW,Chris Mullin,28,81,3346,19.9
16079,1992,PHO,Kevin Johnson,25,78,2899,19.9
16080,1992,WSB,Pervis Ellison,24,66,2511,19.9
16081,1995,LAL,Cedric Ceballos,25,58,2029,19.9
16082,1997,HOU,Clyde Drexler,34,62,2271,19.9
16083,1998,IND,Rik Smits,31,73,2085,19.9
16084,2000,CHH,Eddie Jones,28,72,2807,19.9
16085,2001,UTA,Donyell Marshall,27,81,2326,19.9
16086,2003,ATL,Shareef Abdur-Rahim,26,81,3087,19.9
16087,2003,MIL,Ray Allen,27,47,1683,19.9
16088,2003,POR,Zach Randolph,21,77,1301,19.9
16089,2004,PHO,Shawn Marion,25,79,3217,19.9
16090,2004,MIL,Michael Redd,24,82,3021,19.9
16091,2004,PHO,Stephon Marbury,26,34,1415,19.9
16092,2005,LAC,Corey Maggette,25,66,2436,19.9
16093,2005,TOR,Donyell Marshall,31,65,1645,19.9
16094,2006,DEN,Marcus Camby,31,56,1857,19.9
16095,2008,NOH,David West,27,76,2870,19.9
16096,2012,NYK,Jeremy Lin,23,35,940,19.9
16097,2013,UTA,Jeremy Evans,25,37,215,19.9
16098,2014,IND,Andrew Bynum,26,2,36,19.9
16099,2014,CLE,Seth Curry,23,1,9,19.9
16100,2015,WAS,John Wall,24,79,2837,19.9
16101,2015,TOR,Lou Williams,28,80,2016,19.9
16102,2015,NOP,Alexis Ajinca,26,68,957,19.9
16103,2015,MIN,Shabazz Muhammad,22,38,866,19.9
16104,1980,GSW,Robert Parish,26,72,2119,20.0
16105,1984,BOS,Kevin McHale,26,82,2577,20.0
16106,1984,SEA,David Thompson,29,19,349,20.0
16107,1985,PHI,Julius Erving,34,78,2535,20.0
16108,1986,GSW,Sleepy Floyd,25,82,2764,20.0
16109,1986,MIL,Sidney Moncrief,28,73,2567,20.0
16110,1986,WSB,Jeff Ruland,27,30,1114,20.0
16111,1987,DAL,Derek Harper,25,77,2556,20.0
16112,1987,DAL,Dennis Nutt,23,25,91,20.0
16113,1990,POR,Terry Porter,26,80,2781,20.0
16114,1990,LAC,Ron Harper,26,28,1105,20.0
16115,1990,CHH,Micheal Williams,23,22,303,20.0
16116,1993,MIL,Derek Strong,24,23,339,20.0
16117,1994,ORL,Geert Hammink,24,1,3,20.0
16118,1996,HOU,Clyde Drexler,33,52,1997,20.0
16119,1999,PHO,Tom Gugliotta,29,43,1563,20.0
16120,2000,PHI,Allen Iverson,24,70,2853,20.0
16121,2000,TOR,Tracy McGrady,20,79,2462,20.0
16122,2001,MIN,Terrell Brandon,30,78,2821,20.0
16123,2002,DET,Corliss Williamson,28,78,1701,20.0
16124,2002,MIL,Michael Redd,22,67,1417,20.0
16125,2004,TOR,Vince Carter,27,73,2785,20.0
16126,2005,ORL,Grant Hill,32,67,2338,20.0
16127,2006,SEA,Rashard Lewis,26,78,2876,20.0
16128,2007,DAL,Josh Howard,26,70,2455,20.0
16129,2008,SAS,Tony Parker,25,69,2312,20.0
16130,2008,PHO,Shawn Marion,29,47,1713,20.0
16131,2009,LAL,Andrew Bynum,21,50,1446,20.0
16132,2013,MIA,Chris Bosh,28,74,2454,20.0
16133,2014,CHI,Joakim Noah,28,80,2820,20.0
16134,2014,MEM,Mike Conley,26,73,2446,20.0
16135,2014,SAS,Manu Ginobili,36,68,1550,20.0
16136,2015,ATL,Paul Millsap,29,73,2390,20.0
16137,2015,LAL,Ed Davis,25,79,1840,20.0
16138,2015,PHI,Alexey Shved,26,17,285,20.0
16139,2015,IND,Shayne Whittington,23,20,108,20.0
16140,2016,TOR,DeMar DeRozan,26,7,252,20.0
16141,1979,PHI,Julius Erving,28,78,2802,20.1
16142,1981,PHI,Bobby Jones,29,81,2046,20.1
16143,1982,MIL,Sidney Moncrief,24,80,2980,20.1
16144,1983,GSW,Joe Barry Carroll,24,79,2988,20.1
16145,1983,POR,Jim Paxson,25,81,2740,20.1
16146,1984,HOU,Ralph Sampson,23,82,2693,20.1
16147,1985,MIL,Sidney Moncrief,27,73,2734,20.1
16148,1993,BOS,Marcus Webb,22,9,51,20.1
16149,1994,LAL,Reggie Jordan,26,23,259,20.1
16150,1995,CHH,Alonzo Mourning,24,77,2941,20.1
16151,1995,IND,Reggie Miller,29,81,2665,20.1
16152,1995,WSB,Chris Webber,21,54,2067,20.1
16153,1995,ORL,Geert Hammink,25,1,7,20.1
16154,1996,IND,Reggie Miller,30,76,2621,20.1
16155,1997,MIL,Vin Baker,25,78,3159,20.1
16156,2000,BOS,Danny Fortson,23,55,856,20.1
16157,2001,CLE,Andre Miller,24,82,2848,20.1
16158,2001,MIL,Glenn Robinson,28,76,2813,20.1
16159,2001,MIL,Sam Cassell,31,76,2709,20.1
16160,2003,PHO,Stephon Marbury,25,81,3240,20.1
16161,2003,MEM,Chris Owens,23,1,6,20.1
16162,2004,LAC,Corey Maggette,24,73,2628,20.1
16163,2004,GSW,Erick Dampier,28,74,2403,20.1
16164,2004,DAL,Marquis Daniels,23,56,1039,20.1
16165,2007,SAC,Kevin Martin,23,80,2818,20.1
16166,2007,CHA,Emeka Okafor,24,67,2329,20.1
16167,2008,MEM,Pau Gasol,27,39,1433,20.1
16168,2010,NJN,Brook Lopez,21,82,3027,20.1
16169,2011,UTA,Al Jefferson,26,82,2940,20.1
16170,2013,IND,David West,32,73,2435,20.1
16171,2014,IND,Paul George,23,80,2898,20.1
16172,2014,TOR,Kyle Lowry,27,79,2862,20.1
16173,2014,CLE,Kyrie Irving,21,71,2496,20.1
16174,2015,DAL,Tyson Chandler,32,75,2286,20.1
16175,1981,SDC,Freeman Williams,24,82,1976,20.2
16176,1987,POR,Clyde Drexler,24,82,3114,20.2
16177,1987,GSW,Sleepy Floyd,26,82,3064,20.2
16178,1990,ATL,Moses Malone,34,81,2735,20.2
16179,1994,IND,Reggie Miller,28,79,2638,20.2
16180,1997,IND,Reggie Miller,31,81,2966,20.2
16181,1997,CHI,Toni Kukoc,28,57,1610,20.2
16182,1998,CHH,Matt Geiger,28,78,1839,20.2
16183,1998,MIL,Terrell Brandon,27,50,1784,20.2
16184,1999,WAS,Rod Strickland,32,44,1632,20.2
16185,1999,IND,Rik Smits,32,49,1271,20.2
16186,2000,VAN,Shareef Abdur-Rahim,23,82,3223,20.2
16187,2004,CLE,Zydrunas Ilgauskas,28,81,2539,20.2
16188,2007,NYK,David Lee,23,58,1731,20.2
16189,2010,DEN,Chauncey Billups,33,73,2490,20.2
16190,2010,LAL,Andrew Bynum,22,65,1977,20.2
16191,2012,PHI,Louis Williams,25,64,1682,20.2
16192,2012,POR,J.J. Hickson,23,19,600,20.2
16193,2013,SAC,DeMarcus Cousins,22,75,2289,20.2
16194,2013,MIN,Nikola Pekovic,27,62,1959,20.2
16195,2015,UTA,Gordon Hayward,24,76,2618,20.2
16196,2016,LAC,DeAndre Jordan,27,7,224,20.2
16197,2016,MIL,Giannis Antetokounmpo,21,6,222,20.2
